f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (6.530000000000000000e+02+0.000000000000000000e+00j)	 (-2.867319636890952594e+01-4.876407163846403492e-01j)	 (-1.979268647937609771e+01-4.457754903766110721e-01j)	 (-4.397265978861416014e-01-3.273668663111332644e-01j)	 (1.322677145292539165e-02-1.518030272120219487e-02j)	 (8.266710653440187406e-02-4.082578157904133247e-03j)	 (1.777977765280484590e+01-1.925108230385139896e+00j)	 (2.687136650038816077e-01-2.133711999841058360e-01j)	 (2.211581058183214113e-02+8.558681360501833868e-02j)	 (-5.497186937663395279e-02+1.014449685611258090e-01j)	 (1.373134032988957975e-01+5.827483711658758281e-02j)	 (1.631554783888851645e+01-1.453939049831225461e+00j)	 (2.136670012767861657e-03+9.238991914171034662e-04j)	 (2.761547805612956166e-02+4.965455713397588094e-03j)	 (-8.883754751330352750e-02-1.598722452776466518e-01j)	 (-7.206606463244980736e-04+2.994267060649703684e-03j)
 (6.550000000000000000e+02+0.000000000000000000e+00j)	 (-2.845200335471708541e+01-4.855374236123295439e-01j)	 (-1.965264017537155539e+01-4.446112188194810688e-01j)	 (-4.369671907846715553e-01-3.198129802683514766e-01j)	 (1.301705913135112018e-02-1.504588251173392954e-02j)	 (8.354624893264712970e-02-2.438357330580462681e-03j)	 (1.781237233992045432e+01-1.937658056014111452e+00j)	 (2.690666000931338786e-01-2.151315462966686687e-01j)	 (2.215508805475783702e-02+8.595608576721679162e-02j)	 (-5.498102022822663748e-02+1.018383910316494195e-01j)	 (1.386187274226364230e-01+5.878345403443293454e-02j)	 (1.634220933793165642e+01-1.461075442542493441e+00j)	 (2.139630450963120583e-03+9.312753388757951181e-04j)	 (2.740903204104368218e-02+4.270521645266251234e-03j)	 (-8.553348067467222982e-02-1.598660459097958897e-01j)	 (-7.150789702310253633e-04+2.998435062733731220e-03j)
 (6.560000000000000000e+02+0.000000000000000000e+00j)	 (-2.834222326850487761e+01-4.844968141419614405e-01j)	 (-1.958305849434154311e+01-4.440352970063651261e-01j)	 (-4.355590723088823557e-01-3.161119797490946071e-01j)	 (1.291457151176976167e-02-1.497915163772596883e-02j)	 (8.400457951551382196e-02-1.631120365978651690e-03j)	 (1.782872598959152199e+01-1.943991210024338612e+00j)	 (2.692358047331948057e-01-2.160250647169756066e-01j)	 (2.217478945306669905e-02+8.614120136234004743e-02j)	 (-5.498561177244278009e-02+1.020356689336458789e-01j)	 (1.392716782369359807e-01+5.903534341711223071e-02j)	 (1.635557120945416898e+01-1.464671766957527321e+00j)	 (2.141148715812184102e-03+9.349711232258793060e-04j)	 (2.728991256931621867e-02+3.935051945886027663e-03j)	 (-8.389072683393943020e-02-1.598629617267139369e-01j)	 (-7.122567319419850817e-04+3.000520362816915410e-03j)
 (6.580000000000000000e+02+0.000000000000000000e+00j)	 (-2.812427810732335587e+01-4.824371664237739887e-01j)	 (-1.944476971636133911e+01-4.428955970603599690e-01j)	 (-4.326916100695976652e-01-3.088595031214884101e-01j)	 (1.271337082158272014e-02-1.484760280810537916e-02j)	 (8.495290100806930644e-02-5.032554941154440009e-05j)	 (1.786154632824916888e+01-1.956773783932838517e+00j)	 (2.695611364016884393e-01-2.178377855774115968e-01j)	 (2.221456352172703277e-02+8.651268620548221988e-02j)	 (-5.499512646503495333e-02+1.024311514182618954e-01j)	 (1.405793192986608542e-01+5.953512297890151822e-02j)	 (1.638235836654210331e+01-1.471919899869682746e+00j)	 (2.144200131176964008e-03+9.423218402457929528e-04j)	 (2.702461803891371625e-02+3.291939418364086233e-03j)	 (-8.062331941028959281e-02-1.598576963455453359e-01j)	 (-7.066296457403154537e-04+3.004655877622138763e-03j)
 (6.600000000000000000e+02+0.000000000000000000e+00j)	 (-2.790846253713442238e+01-4.804059277589110000e-01j)	 (-1.930763620020440996e+01-4.417719252543092501e-01j)	 (-4.297604926382535551e-01-3.018023403219418088e-01j)	 (1.251696287933623530e-02-1.471741900814662468e-02j)	 (8.593779928919668964e-02+1.486067271003719235e-03j)	 (1.789451867206105362e+01-1.969713348641126904e+00j)	 (2.698681051915573503e-01-2.196873119841513400e-01j)	 (2.225458182268534937e-02+8.688552891294507030e-02j)	 (-5.500481311657836464e-02+1.028281856200215089e-01j)	 (1.418893522452820688e-01+6.002832171781906367e-02j)	 (1.640923164977956006e+01-1.479243005639595765e+00j)	 (2.147278991238522113e-03+9.496904005936772581e-04j)	 (2.672941006966604235e-02+2.686208726052654889e-03j)	 (-7.738062683926184848e-02-1.598533923476601060e-01j)	 (-7.010051633125491269e-04+3.008817696419993290e-03j)
 (6.620000000000000000e+02+0.000000000000000000e+00j)	 (-2.769474883857264302e+01-4.784028153360057045e-01j)	 (-1.917164472479607795e+01-4.406642313921948495e-01j)	 (-4.267723680698707889e-01-2.949367420478651858e-01j)	 (1.232518079718826834e-02-1.458915510312152296e-02j)	 (8.695295702927186010e-02+2.976260382139566188e-03j)	 (1.792764441606501435e+01-1.982813720618425091e+00j)	 (2.701560460524236595e-01-2.215732671142760513e-01j)	 (2.229493053048435189e-02+8.725981395968188115e-02j)	 (-5.501473700975000741e-02+1.032266222841146525e-01j)	 (1.432020501306837390e-01+6.051544036728883497e-02j)	 (1.643619257865115912e+01-1.486643452412860889e+00j)	 (2.150377533169141840e-03+9.570388101592491566e-04j)	 (2.641027981755209031e-02+2.119350581801605904e-03j)	 (-7.416207457148181470e-02-1.598502860043747031e-01j)	 (-6.954005193685889241e-04+3.012971831982713330e-03j)
 (6.640000000000000000e+02+0.000000000000000000e+00j)	 (-2.748310951389683865e+01-4.764274012906474232e-01j)	 (-1.903678260731249594e+01-4.395723804507520316e-01j)	 (-4.237324485239511995e-01-2.882583117551548169e-01j)	 (1.213803175844712333e-02-1.446214657409105805e-02j)	 (8.799309958691947653e-02+4.421716918041523024e-03j)	 (1.796092482203129848e+01-1.996076689660329473e+00j)	 (2.704235348953344387e-01-2.234972976429772940e-01j)	 (2.233571474109165289e-02+8.763542722769564197e-02j)	 (-5.502495223711001415e-02+1.036266783101325029e-01j)	 (1.445173296284225362e-01+6.099581793514572553e-02j)	 (1.646324298696661259e+01-1.494121846410596310e+00j)	 (2.153509655298665223e-03+9.644100588438042502e-04j)	 (2.607292548298870485e-02+1.590228584230925528e-03j)	 (-7.096781212204480993e-02-1.598481486366971627e-01j)	 (-6.897844085403544677e-04+3.017149960628727826e-03j)
 (6.650000000000000000e+02+0.000000000000000000e+00j)	 (-2.737805927578950715e+01-4.754498333054208992e-01j)	 (-1.896977097565952519e+01-4.390321637008196554e-01j)	 (-4.221951596884223057e-01-2.849874231453684570e-01j)	 (1.204563229614171935e-02-1.439892346948570476e-02j)	 (8.851990998565094360e-02+5.128546345847289495e-03j)	 (1.797762336837112684e+01-2.002769310538511593e+00j)	 (2.705502533660490982e-01-2.244743434752417555e-01j)	 (2.235616195350255062e-02+8.782386789869943422e-02j)	 (-5.503012132894549019e-02+1.038271647095541372e-01j)	 (1.451764989708977660e-01+6.123317656837203721e-02j)	 (1.647680233984551279e+01-1.497890137935943056e+00j)	 (2.155053341928694216e-03+9.681129287869655537e-04j)	 (2.589973523995032015e-02+1.339366861015667222e-03j)	 (-6.937997097438006189e-02-1.598478035494864669e-01j)	 (-6.870045651151009385e-04+3.019282170959410559e-03j)
 (6.670000000000000000e+02+0.000000000000000000e+00j)	 (-2.716948133771028395e+01-4.735151064769856921e-01j)	 (-1.883657925742943107e+01-4.379636285701405396e-01j)	 (-4.190887292850542512e-01-2.785823425358824323e-01j)	 (1.186484185298759819e-02-1.427467004919407735e-02j)	 (8.958759310196082182e-02+6.507497288369659856e-03j)	 (1.801113622072452713e+01-2.016280674188041022e+00j)	 (2.707862155780766944e-01-2.264550893393601494e-01j)	 (2.239744450947161666e-02+8.820172123062886005e-02j)	 (-5.504070723197293513e-02+1.042294003422738063e-01j)	 (1.464964278926708940e-01+6.170421426378038671e-02j)	 (1.650398856392023106e+01-1.505487216740199363e+00j)	 (2.158210244788860005e-03+9.754542245754156118e-04j)	 (2.554425343559376185e-02+8.658437791212684077e-04j)	 (-6.622115589561118620e-02-1.598477318965816629e-01j)	 (-6.814246142919661714e-04+3.023450128290548333e-03j)
 (6.690000000000000000e+02+0.000000000000000000e+00j)	 (-2.696291111836156418e+01-4.716069154451580925e-01j)	 (-1.870448542127133607e+01-4.369102509753698960e-01j)	 (-4.159439456888566755e-01-2.723534377718926369e-01j)	 (1.168791506226725049e-02-1.415140656871028378e-02j)	 (9.066834848360462440e-02+7.846078082742222182e-03j)	 (1.804480680952014637e+01-2.029959983319005623e+00j)	 (2.710000755171362297e-01-2.284760060073979249e-01j)	 (2.243898802293897016e-02+8.858103216508793343e-02j)	 (-5.505147190789796280e-02+1.046331411452407906e-01j)	 (1.478197444572816321e-01+6.216807730186407754e-02j)	 (1.653126864690518261e+01-1.513164484906357465e+00j)	 (2.161371530308010217e-03+9.828268027149242737e-04j)	 (2.518216691736321899e-02+4.261251946043271362e-04j)	 (-6.308624546298025049e-02-1.598490907626184121e-01j)	 (-6.758611076996018808e-04+3.027674840462398625e-03j)
 (6.710000000000000000e+02+0.000000000000000000e+00j)	 (-2.675832295149533735e+01-4.697251023145041504e-01j)	 (-1.857347740129371871e+01-4.358722127631955989e-01j)	 (-4.127650810622092714e-01-2.662972518278532430e-01j)	 (1.151548442702591234e-02-1.402946711160479865e-02j)	 (9.176054239943652602e-02+9.145471643195610123e-03j)	 (1.807863499741320013e+01-2.043811565427380739e+00j)	 (2.711894206762036630e-01-2.305368212895598512e-01j)	 (2.248092541166947164e-02+8.896181384020712679e-02j)	 (-5.506251782200712735e-02+1.050384119747063555e-01j)	 (1.491458674383539795e-01+6.262518193270752431e-02j)	 (1.655864278562145842e+01-1.520924392641258560e+00j)	 (2.164584848438628160e-03+9.902103395777728505e-04j)	 (2.481551010756554571e-02+1.844732115360591437e-05j)	 (-5.997457840863817252e-02-1.598515020387749341e-01j)	 (-6.702672429566273625e-04+3.031906366340898166e-03j)
 (6.720000000000000000e+02+0.000000000000000000e+00j)	 (-2.665676417283131272e+01-4.687939035346060379e-01j)	 (-1.850837686583907526e+01-4.353588571678557173e-01j)	 (-4.111646632052460282e-01-2.633331256199718529e-01j)	 (1.143087415015213611e-02-1.396959246235591166e-02j)	 (9.230988352353931836e-02+9.779897146151902282e-03j)	 (1.809560821128673425e+01-2.050802239942131511e+00j)	 (2.712747880076482043e-01-2.315812456503176797e-01j)	 (2.250202309153986543e-02+8.915272020198307390e-02j)	 (-5.506812862648701595e-02+1.052416606501005575e-01j)	 (1.498101373262636093e-01+6.285180315970634313e-02j)	 (1.657236545535769778e+01-1.524835186461766412e+00j)	 (2.166211107812844507e-03+9.938664625437204896e-04j)	 (2.463122770709956499e-02-1.732368415803827268e-04j)	 (-5.842695729588200798e-02-1.598532522941946143e-01j)	 (-6.674807813694142930e-04+3.033980346320147396e-03j)
 (6.740000000000000000e+02+0.000000000000000000e+00j)	 (-2.645510145322611351e+01-4.669506724779540763e-01j)	 (-1.837897511065884260e+01-4.343432116214636651e-01j)	 (-4.079433219532788701e-01-2.575281811155661904e-01j)	 (1.126468458387666627e-02-1.384989957435988142e-02j)	 (9.341388188681923332e-02+1.102406546012109877e-02j)	 (1.812967435524258875e+01-2.064914647472796627e+00j)	 (2.714259114962834785e-01-2.337026167805446031e-01j)	 (2.254449709920663264e-02+8.953583922505346793e-02j)	 (-5.507957829305166336e-02+1.056491988952598521e-01j)	 (1.511410434800095626e-01+6.329893324918879627e-02j)	 (1.659988374487993212e+01-1.532719155227189489e+00j)	 (2.169487007520468948e-03+1.001244794773671664e-03j)	 (2.426270608985434465e-02-5.364463901805826065e-04j)	 (-5.534949078083053337e-02-1.598576128953329012e-01j)	 (-6.618704575127506160e-04+3.038208961433805106e-03j)
 (6.760000000000000000e+02+0.000000000000000000e+00j)	 (-2.625535784041462506e+01-4.651328321032454083e-01j)	 (-1.825062939946269225e+01-4.333424639643923548e-01j)	 (-4.046992651910378269e-01-2.518854958804185862e-01j)	 (1.110206923953704558e-02-1.373197197772029962e-02j)	 (9.452243064121609861e-02+1.223355392569161135e-02j)	 (1.816390078882168879e+01-2.079205703988386222e+00j)	 (2.715509820414042097e-01-2.358646560207099674e-01j)	 (2.258738754500249149e-02+8.992028739345028776e-02j)	 (-5.509129539014327726e-02+1.060584259770663840e-01j)	 (1.524758220210544468e-01+6.373958445400372541e-02j)	 (1.662750009227803005e+01-1.540688652274874837e+00j)	 (2.172778186781765611e-03+1.008600949924100005e-03j)	 (2.389582687307191880e-02-8.722003476232454604e-04j)	 (-5.229430151211236777e-02-1.598636876037991816e-01j)	 (-6.562915934554788052e-04+3.042421999676816601e-03j)
 (6.780000000000000000e+02+0.000000000000000000e+00j)	 (-2.605750883625835712e+01-4.633399689234352081e-01j)	 (-1.812332798223927455e+01-4.323563908568144876e-01j)	 (-4.014356676151381031e-01-2.464002975064820966e-01j)	 (1.094310323716069649e-02-1.361505492178918635e-02j)	 (9.563462934135023852e-02+1.341194166430384645e-02j)	 (1.819828864790684264e+01-2.093677499335716341e+00j)	 (2.716482764993352617e-01-2.380693843377814367e-01j)	 (2.263061629644639791e-02+9.030625088901682307e-02j)	 (-5.510324264511484021e-02+1.064692173343809722e-01j)	 (1.538143060867979972e-01+6.417294188253236387e-02j)	 (1.665521626628785512e+01-1.548744444128567377e+00j)	 (2.176093125078476260e-03+1.015983159686804395e-03j)	 (2.353189462608128862e-02-1.183561713348109607e-03j)	 (-4.926158465087971533e-02-1.598713044817591800e-01j)	 (-6.507066627576198626e-04+3.046672819850208824e-03j)
 (6.800000000000000000e+02+0.000000000000000000e+00j)	 (-2.586153040073022424e+01-4.615715964318196640e-01j)	 (-1.799705944699868709e+01-4.313847240498234203e-01j)	 (-3.981567139709594749e-01-2.410687012680833852e-01j)	 (1.078731935174224305e-02-1.349965420260341824e-02j)	 (9.674855432770139430e-02+1.456018180521107680e-02j)	 (1.823283855249438901e+01-2.108331775904012328e+00j)	 (2.717173311994074414e-01-2.403164752657917236e-01j)	 (2.267432046209602592e-02+9.069376488889704935e-02j)	 (-5.511554569062591252e-02+1.068816028417284014e-01j)	 (1.551570722252081369e-01+6.459946428494287018e-02j)	 (1.668303368625174699e+01-1.556886902556120722e+00j)	 (2.179406171814514490e-03+1.023353845182691912e-03j)	 (2.317237287457209541e-02-1.471739922784668893e-03j)	 (-4.625069163624151436e-02-1.598808516931867207e-01j)	 (-6.451578192069624008e-04+3.050932967099493492e-03j)
 (6.810000000000000000e+02+0.000000000000000000e+00j)	 (-2.576423533890214657e+01-4.606965897279686750e-01j)	 (-1.793430908518344324e+01-4.309043756909572420e-01j)	 (-3.965121327204026991e-01-2.384593293691365801e-01j)	 (1.071092019454084575e-02-1.344238286494800656e-02j)	 (9.730656981540494743e-02+1.512375423314653820e-02j)	 (1.825017374823327643e+01-2.115729132785626021e+00j)	 (2.717402068027248152e-01-2.414562838002140832e-01j)	 (2.269624789555785629e-02+9.088807783579506971e-02j)	 (-5.512173888027786794e-02+1.070883966248646901e-01j)	 (1.558297355801930573e-01+6.481003192005894975e-02j)	 (1.669697997761980801e+01-1.560991641705799848e+00j)	 (2.181086684636512462e-03+1.027045206300471582e-03j)	 (2.299414501778066292e-02-1.607913430180818361e-03j)	 (-4.475337279998214957e-02-1.598861070198935863e-01j)	 (-6.423694296528062279e-04+3.053065617498948014e-03j)
 (6.830000000000000000e+02+0.000000000000000000e+00j)	 (-2.557101844969116655e+01-4.589644811647226597e-01j)	 (-1.780956877718617548e+01-4.299542047607695650e-01j)	 (-3.932155424775600205e-01-2.333506762209330010e-01j)	 (1.056031496707378163e-02-1.332893629825481450e-02j)	 (9.842279912137281983e-02+1.623052374328825057e-02j)	 (1.828496813910710372e+01-2.130663736159317256e+00j)	 (2.717632636847713834e-01-2.437684803824173296e-01j)	 (2.274051277478503913e-02+9.127782448633728341e-02j)	 (-5.513441344246258757e-02+1.075032691792517647e-01j)	 (1.571785121972592847e-01+6.522594795211635044e-02j)	 (1.672495154708686727e+01-1.569267592464028249e+00j)	 (2.184442136540013218e-03+1.034420133543259004e-03j)	 (2.264204962836675883e-02-1.865080898285458250e-03j)	 (-4.177469661154446096e-02-1.598981507437314820e-01j)	 (-6.368248065942614614e-04+3.057338463289615161e-03j)
 (6.850000000000000000e+02+0.000000000000000000e+00j)	 (-2.537961366728979584e+01-4.572562118460238301e-01j)	 (-1.768583335756032326e+01-4.290183138460065826e-01j)	 (-3.899104860817328988e-01-2.283856857350881064e-01j)	 (1.041344206774913461e-02-1.321661416794753761e-02j)	 (9.954070337979793737e-02+1.731194839593496945e-02j)	 (1.831992644041352492e+01-2.145789658862605975e+00j)	 (2.717531301118002451e-01-2.461251314753204467e-01j)	 (2.278512458955537362e-02+9.166905321656529382e-02j)	 (-5.514730386882572138e-02+1.079198033297889686e-01j)	 (1.585310016308928149e-01+6.563456510487927775e-02j)	 (1.675302740842818494e+01-1.577634866793289126e+00j)	 (2.187853772234362414e-03+1.041812337051901613e-03j)	 (2.229511787485784907e-02-2.103848284256802301e-03j)	 (-3.881716273180246812e-02-1.599115855258970709e-01j)	 (-6.312466180711205632e-04+3.061619872083581363e-03j)
 (6.870000000000000000e+02+0.000000000000000000e+00j)	 (-2.518999823225365375e+01-4.555713238483117822e-01j)	 (-1.756309193129733259e+01-4.280964445441950428e-01j)	 (-3.866003996724940439e-01-2.235606558483867468e-01j)	 (1.026983520569340648e-02-1.310590903144460626e-02j)	 (1.006590660417607946e-01+1.836856055007626831e-02j)	 (1.835504920439512588e+01-2.161108647704231167e+00j)	 (2.717091194689338352e-01-2.485259363218034756e-01j)	 (2.283021043351157742e-02+9.206187033163568123e-02j)	 (-5.516054373069219363e-02+1.083379655095846744e-01j)	 (1.598877561690921767e-01+6.603631753154506900e-02j)	 (1.678120900011572303e+01-1.586093776805097333e+00j)	 (2.191296627129663867e-03+1.049181908792909792e-03j)	 (2.195413999408721631e-02-2.324997722438034396e-03j)	 (-3.588009663441103086e-02-1.599267391087755841e-01j)	 (-6.256775461655967371e-04+3.065882359823475945e-03j)
 (6.890000000000000000e+02+0.000000000000000000e+00j)	 (-2.500214963714909899e+01-4.539094549587011640e-01j)	 (-1.744133373217072602e+01-4.271884121928054556e-01j)	 (-3.832872566645872947e-01-2.188711806351451572e-01j)	 (1.012957600174643064e-02-1.299608579283611717e-02j)	 (1.017780613677436580e-01+1.940307288442317396e-02j)	 (1.839033740172526166e+01-2.176623170943368102e+00j)	 (2.716293894113778196e-01-2.509728142324754718e-01j)	 (2.287569498024321496e-02+9.245625460198018952e-02j)	 (-5.517406002400138121e-02+1.087578462168570653e-01j)	 (1.612486577593132686e-01+6.643041547352947218e-02j)	 (1.680949798693450248e+01-1.594645313702066858e+00j)	 (2.194780865423243393e-03+1.056584339169682309e-03j)	 (2.161927471444397703e-02-2.530750791032278756e-03j)	 (-3.296367024643418603e-02-1.599434303773228372e-01j)	 (-6.200813106271819367e-04+3.070173629793118090e-03j)
 (6.900000000000000000e+02+0.000000000000000000e+00j)	 (-2.490888103702003775e+01-4.530871286049540370e-01j)	 (-1.738081996475797553e+01-4.267395832729969363e-01j)	 (-3.816308121482893112e-01-2.165765578268897262e-01j)	 (1.006054099001361946e-02-1.294210363890353765e-02j)	 (1.023373878082771277e-01+1.991128787728004002e-02j)	 (1.840804400166385335e+01-2.184455553163143104e+00j)	 (2.715759198723841639e-01-2.522126115605576313e-01j)	 (2.289856731766518744e-02+9.265401764786723726e-02j)	 (-5.518088679790360274e-02+1.089683991543297231e-01j)	 (1.619308854074170134e-01+6.662517902652363710e-02j)	 (1.682368322644754954e+01-1.598957006410749671e+00j)	 (2.196533906863697063e-03+1.060249820960180349e-03j)	 (2.145427885669156168e-02-2.627499679467941267e-03j)	 (-3.151263833280780469e-02-1.599524824838431947e-01j)	 (-6.173051522324682350e-04+3.072288427783763983e-03j)
 (6.920000000000000000e+02+0.000000000000000000e+00j)	 (-2.472364144753872850e+01-4.514593983018564405e-01j)	 (-1.726051652677524828e+01-4.258522261090973982e-01j)	 (-3.783184205292728919e-01-2.120832971911943698e-01j)	 (9.924533296758618686e-03-1.283399359901473899e-02j)	 (1.034557861149304619e-01+2.091420140515552750e-02j)	 (1.844358264384766599e+01-2.200270932997346218e+00j)	 (2.714408478906628064e-01-2.547289848524609823e-01j)	 (2.294471168862684610e-02+9.305060301890485941e-02j)	 (-5.519481186443172399e-02+1.093909216596648803e-01j)	 (1.632988815594641485e-01+6.700801541248339876e-02j)	 (1.685213633891885721e+01-1.607651814770508558e+00j)	 (2.200037150283446884e-03+1.067665012986745337e-03j)	 (2.112953920449296349e-02-2.811840166267974561e-03j)	 (-2.862622124862174156e-02-1.599719352354019852e-01j)	 (-6.117308471182929383e-04+3.076610004392933088e-03j)
 (6.940000000000000000e+02+0.000000000000000000e+00j)	 (-2.454011415764197679e+01-4.498538396850103593e-01j)	 (-1.714116988343732828e+01-4.249783123808970609e-01j)	 (-3.750095481998270142e-01-2.077162860728079818e-01j)	 (9.791090335378541468e-03-1.272719027497402206e-02j)	 (1.045733626085192103e-01+2.189705763995970778e-02j)	 (1.847928881435383630e+01-2.216289492358058499e+00j)	 (2.712671927779002901e-01-2.572920373930963622e-01j)	 (2.299125148387989870e-02+9.344878693832121830e-02j)	 (-5.520900561496878273e-02+1.098151448496487992e-01j)	 (1.646719268499370892e-01+6.738344991542730145e-02j)	 (1.688070056124929152e+01-1.616442819176602486e+00j)	 (2.203540801799740243e-03+1.075071060994083191e-03j)	 (2.081181392930489191e-02-2.983012751650844160e-03j)	 (-2.575922487286207846e-02-1.599933397576357719e-01j)	 (-6.061899688858166622e-04+3.080945138332444322e-03j)
 (6.960000000000000000e+02+0.000000000000000000e+00j)	 (-2.435827815643567362e+01-4.482704056323849606e-01j)	 (-1.702276990167379367e+01-4.241179770973910745e-01j)	 (-3.717057586657137036e-01-2.034726585322378378e-01j)	 (9.660812193391214026e-03-1.262202284236295380e-02j)	 (1.056913908696352489e-01+2.286007142707771958e-02j)	 (1.851516233676940715e+01-2.232515747827852337e+00j)	 (2.710519515488387099e-01-2.599016713634012543e-01j)	 (2.303826476369417314e-02+9.384853790043914956e-02j)	 (-5.522349256211668556e-02+1.102411311955773937e-01j)	 (1.660494440139092254e-01+6.775179369225245440e-02j)	 (1.690937632660889989e+01-1.625332450351408831e+00j)	 (2.207102016797073130e-03+1.082448451413632563e-03j)	 (2.050026960515703711e-02-3.141650319675730069e-03j)	 (-2.291100689680863889e-02-1.600161249712697409e-01j)	 (-6.006410988598771643e-04+3.085240962618822705e-03j)
 (6.970000000000000000e+02+0.000000000000000000e+00j)	 (-2.426798763461521347e+01-4.474867469264688369e-01j)	 (-1.696392160622085044e+01-4.236927067831183780e-01j)	 (-3.700563809714835783e-01-2.013951087280919927e-01j)	 (9.596396784805583460e-03-1.256936762305719234e-02j)	 (1.062498003917213552e-01+2.333577197054908375e-02j)	 (1.853316295347883269e+01-2.240706824153551935e+00j)	 (2.709290679260755730e-01-2.612253764722922145e-01j)	 (2.306186397850252395e-02+9.404897287114062643e-02j)	 (-5.523079735242368560e-02+1.104548162999318406e-01j)	 (1.667403184138063488e-01+6.793256578285489233e-02j)	 (1.692375737901191002e+01-1.629814097205573908e+00j)	 (2.208862980895148764e-03+1.086174851841599075e-03j)	 (2.034739860260898273e-02-3.217303765758036324e-03j)	 (-2.149434820758986189e-02-1.600283489957249894e-01j)	 (-5.978756767340481304e-04+3.087443099221871649e-03j)
 (6.990000000000000000e+02+0.000000000000000000e+00j)	 (-2.408864915299970022e+01-4.459357680877263919e-01j)	 (-1.684692228556641425e+01-4.228522989279859812e-01j)	 (-3.667632471782652503e-01-1.973287232921095147e-01j)	 (9.470496791916176854e-03-1.246553528112321479e-02j)	 (1.073682900349695879e-01+2.427282786503211567e-02j)	 (1.856929051915605910e+01-2.257249614725336695e+00j)	 (2.706486426371332299e-01-2.639079734212768091e-01j)	 (2.310955359129795647e-02+9.445109179436632363e-02j)	 (-5.524571110941552815e-02+1.108834708593087470e-01j)	 (1.681249066231377542e-01+6.828898238813628507e-02j)	 (1.695260472197781709e+01-1.638853918687536826e+00j)	 (2.212480368231462425e-03+1.093593511424348743e-03j)	 (2.004542637325113300e-02-3.360040656355656793e-03j)	 (-1.867449212917436652e-02-1.600532439786859773e-01j)	 (-5.922931927352934663e-04+3.091775561386154308e-03j)
 (7.010000000000000000e+02+0.000000000000000000e+00j)	 (-2.391095011444464546e+01-4.444059914144277146e-01j)	 (-1.673084444023228201e+01-4.220250219348900544e-01j)	 (-3.634798589296469040e-01-1.933766299628907059e-01j)	 (9.347139864932947281e-03-1.236308959410893117e-02j)	 (1.084865627830508827e-01+2.519253297743731870e-02j)	 (1.860558745262395774e+01-2.274007070601805403e+00j)	 (2.703230051195262829e-01-2.666388127553742105e-01j)	 (2.315759804970152214e-02+9.485474205735934528e-02j)	 (-5.526085429337974225e-02+1.113139756543428810e-01j)	 (1.695146366547824190e-01+6.863787743636610983e-02j)	 (1.698156761613812193e+01-1.647995254600995496e+00j)	 (2.216123764695948021e-03+1.100995684461022594e-03j)	 (1.975004980083426911e-02-3.492486432465920655e-03j)	 (-1.587269416849750384e-02-1.600796355799187776e-01j)	 (-5.867301217889780334e-04+3.096096971430801689e-03j)
 (7.030000000000000000e+02+0.000000000000000000e+00j)	 (-2.373487051984698581e+01-4.428971340318584859e-01j)	 (-1.661567815857050334e+01-4.212106682075887898e-01j)	 (-3.602073002015623304e-01-1.895350304487041226e-01j)	 (9.226495872329772141e-03-1.226150654449031582e-02j)	 (1.096052391147249450e-01+2.609665262828893273e-02j)	 (1.864205451044572115e+01-2.290982102481165406e+00j)	 (2.699498574740179513e-01-2.694194178212425128e-01j)	 (2.320610537682444435e-02+9.526006794330900418e-02j)	 (-5.527628603069020818e-02+1.117462533584377971e-01j)	 (1.709093409226751514e-01+6.897863164691693527e-02j)	 (1.701064765333284612e+01-1.657239331399924742e+00j)	 (2.219800501901219875e-03+1.108424356853603739e-03j)	 (1.946092070487710074e-02-3.616011189720140344e-03j)	 (-1.308903497865974118e-02-1.601072692690312382e-01j)	 (-5.811475982752894011e-04+3.100445971168735992e-03j)
 (7.050000000000000000e+02+0.000000000000000000e+00j)	 (-2.356039044995223719e+01-4.414090419431470069e-01j)	 (-1.650141379996807345e+01-4.204093968853989116e-01j)	 (-3.569472826339968319e-01-1.858011683894884025e-01j)	 (9.108363235830434571e-03-1.216124404112525585e-02j)	 (1.107241754235521736e-01+2.698481863713790563e-02j)	 (1.867869256203550066e+01-2.308179378036861795e+00j)	 (2.695274331530866929e-01-2.722492487002580730e-01j)	 (2.325517791026687764e-02+9.566687570590683143e-02j)	 (-5.529207719821375988e-02+1.121805054725632383e-01j)	 (1.723092826244039810e-01+6.931166747890570023e-02j)	 (1.703984622281218009e+01-1.666588835765869581e+00j)	 (2.223510799467878340e-03+1.115844007444986852e-03j)	 (1.917804516243650989e-02-3.730635755753626721e-03j)	 (-1.032279077514465342e-02-1.601360682361184506e-01j)	 (-5.755710176708384073e-04+3.104779285494421726e-03j)
