f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (1.570000000000000000e+02+0.000000000000000000e+00j)	 (-1.055140420697557147e+03-3.492865223629732441e+01j)	 (-2.780661411489595025e+02-5.448310017535002103e+00j)	 (-1.434295675817306481e+01-2.881149706024842772e+00j)	 (6.952848489878983074e+00-6.706688643030173091e-01j)	 (-2.579667743479441278e+00-7.141060141370085823e-01j)	 (8.819667607681932475e-01-4.385716024163215376e-01j)	 (-6.544466071574602806e-01+7.417069355458839608e-01j)	 (1.789693164707837833e-02+2.160577457459550779e-02j)	 (-7.227987209612933561e-02+1.495837510217602230e-02j)	 (-1.861468511835607728e-02+1.379113393468162953e-02j)	 (-3.840252351699498896e-04-1.798018601996630465e-03j)	 (4.375882360695734774e-03-7.707640239930579288e-04j)	 (-9.471616065408998072e-03+3.655750586479883466e-03j)	 (3.039683565191688253e+00-3.627229200638385276e+00j)	 (4.133885619286460367e-01-3.167431953840380010e-01j)
 (1.590000000000000000e+02+0.000000000000000000e+00j)	 (-1.016650451908005607e+03-3.308747531861815361e+01j)	 (-2.726906141425034775e+02-5.317874862106221734e+00j)	 (-1.311095119054927238e+01-2.894503807689073227e+00j)	 (7.132535169403242392e+00-6.734899988598066489e-01j)	 (-2.477136169953708222e+00-6.989409810964372083e-01j)	 (8.463140559180317712e-01-4.361559172016042929e-01j)	 (-6.754573236764316313e-01+8.120182137404914346e-01j)	 (1.797861275572168807e-02+2.164550728006786953e-02j)	 (-7.223570681403281013e-02+1.584433672056721060e-02j)	 (-1.843313841568413811e-02+1.408136964907644346e-02j)	 (-5.289658153034070909e-04-1.763316807219573968e-03j)	 (4.324292250118341382e-03-8.154647104994455298e-04j)	 (-9.516612777545192109e-03+3.756798799994722372e-03j)	 (2.989027909590566967e+00-3.648643642094053341e+00j)	 (4.097732713528860482e-01-3.125528890464211451e-01j)
 (1.600000000000000000e+02+0.000000000000000000e+00j)	 (-9.981758179128936490e+02-3.222406788837383829e+01j)	 (-2.700585772213024143e+02-5.255652449283003236e+00j)	 (-1.252327908928640099e+01-2.906347118695549181e+00j)	 (7.220023465068560853e+00-6.750224150466553885e-01j)	 (-2.428129829033780496e+00-6.917312850163400695e-01j)	 (8.293761884323673783e-01-4.348701541025875583e-01j)	 (-6.851261245669150179e-01+8.504425718768447995e-01j)	 (1.801404828233334199e-02+2.166683010660312367e-02j)	 (-7.219724318739013935e-02+1.626183546073082034e-02j)	 (-1.833918065073320697e-02+1.422238676587170292e-02j)	 (-5.987051357294881360e-04-1.745810764503226767e-03j)	 (4.297549374842325916e-03-8.348668787673915086e-04j)	 (-9.537336587077064470e-03+3.806058188579728840e-03j)	 (2.963849629200040248e+00-3.660129440635767395e+00j)	 (4.080702251413627635e-01-3.106019536778273360e-01j)
 (1.610000000000000000e+02+0.000000000000000000e+00j)	 (-9.802079285076636097e+02-3.136833817772453514e+01j)	 (-2.674652501385284040e+02-5.191188176084181372e+00j)	 (-1.195409330866421627e+01-2.921024964602968677e+00j)	 (7.305917971445965442e+00-6.762697993668947971e-01j)	 (-2.380563244124303868e+00-6.846569861099627285e-01j)	 (8.129577907924053770e-01-4.335615970332447056e-01j)	 (-6.940258230588413069e-01+8.912366688789171709e-01j)	 (1.804584484988997622e-02+2.168952117043303901e-02j)	 (-7.215279852407539829e-02+1.666229380144341674e-02j)	 (-1.824452726036899022e-02+1.436047426398970490e-02j)	 (-6.675203653188915712e-04-1.728277565247320806e-03j)	 (4.270496525798258593e-03-8.522584768452285027e-04j)	 (-9.557189651025303767e-03+3.854867732210874066e-03j)	 (2.938858387791928983e+00-3.672185442932156096e+00j)	 (4.064562781514978740e-01-3.087463469604939115e-01j)
 (1.620000000000000000e+02+0.000000000000000000e+00j)	 (-9.627086861539478377e+02-3.056367834183922128e+01j)	 (-2.649071458671172650e+02-5.131048731619014980e+00j)	 (-1.140244988424716865e+01-2.939811640491403200e+00j)	 (7.390340617041769811e+00-6.777922781337920588e-01j)	 (-2.334398300600425191e+00-6.777893374720778130e-01j)	 (7.970712870996985444e-01-4.321956167561936124e-01j)	 (-7.019074731720655880e-01+9.345784260010361333e-01j)	 (1.807408894791420750e-02+2.171384665982957832e-02j)	 (-7.210494813738989317e-02+1.704712889786516583e-02j)	 (-1.814802589831322754e-02+1.449544782032541161e-02j)	 (-7.358574706075534950e-04-1.710654865332523339e-03j)	 (4.243575333961789077e-03-8.678902620407924528e-04j)	 (-9.576150230236155081e-03+3.902850686209170025e-03j)	 (2.913864178045078024e+00-3.684706463051989900e+00j)	 (4.048903227278283778e-01-3.069587506438198887e-01j)
 (1.640000000000000000e+02+0.000000000000000000e+00j)	 (-9.291009922584202059e+02-2.901979087102729693e+01j)	 (-2.599012704748757301e+02-5.011297498673923378e+00j)	 (-1.035142669476816124e+01-2.988072286321450832e+00j)	 (7.554660110773041559e+00-6.805866297927439801e-01j)	 (-2.246069713300265391e+00-6.643345114723778755e-01j)	 (7.666882566026000934e-01-4.293778278643382018e-01j)	 (-7.135487067758802260e-01+1.029423724163570641e+00j)	 (1.812037486595912197e-02+2.176866149099765044e-02j)	 (-7.200906757138839098e-02+1.777504497539519543e-02j)	 (-1.795340637163801017e-02+1.475606452636836832e-02j)	 (-8.729062476813711884e-04-1.674023831576420531e-03j)	 (4.190695948008900037e-03-8.942308975721237037e-04j)	 (-9.612106045872011520e-03+3.997325993540624262e-03j)	 (2.864121393959975226e+00-3.711330627421063788e+00j)	 (4.019808304014614864e-01-3.035917497114588026e-01j)
 (1.650000000000000000e+02+0.000000000000000000e+00j)	 (-9.129480457164277141e+02-2.828219239796115403e+01j)	 (-2.574503012264145241e+02-4.952203408987617017e+00j)	 (-9.851141341825828235e+00-3.017781910305813220e+00j)	 (7.634775751402046673e+00-6.819400764617721267e-01j)	 (-2.203770638908080226e+00-6.576949736744375219e-01j)	 (7.521490354617269558e-01-4.278968883795639111e-01j)	 (-7.166392895082991377e-01+1.081170870512135007e+00j)	 (1.813911446519731949e-02+2.179979963124520706e-02j)	 (-7.196471104050410073e-02+1.812168866396577510e-02j)	 (-1.785565398305241983e-02+1.488241249078484270e-02j)	 (-9.420011204097595648e-04-1.654335797787285503e-03j)	 (4.165136005698356556e-03-9.051995276025908256e-04j)	 (-9.629101521151251647e-03+4.044103340811010770e-03j)	 (2.839235166591749238e+00-3.725450107794359145e+00j)	 (4.006247632022769678e-01-3.020180827531950274e-01j)
 (1.660000000000000000e+02+0.000000000000000000e+00j)	 (-8.971967743425078652e+02-2.757026098895540756e+01j)	 (-2.550312021580394344e+02-4.894274070682362421e+00j)	 (-9.367176106395643131e+00-3.051497253351072469e+00j)	 (7.713712871042211816e+00-6.833635174811083512e-01j)	 (-2.162616024301490025e+00-6.511201822800101180e-01j)	 (7.379913437528013986e-01-4.263860432998339833e-01j)	 (-7.173252629454440754e-01+1.135931405477669687e+00j)	 (1.815489130869630402e-02+2.183341180588367278e-02j)	 (-7.192383654500597578e-02+1.845985504783636405e-02j)	 (-1.775745455628871539e-02+1.500584074606466263e-02j)	 (-1.011617581553074388e-03-1.633423697749879309e-03j)	 (4.140356696786118805e-03-9.151970328675096845e-04j)	 (-9.645503225989117760e-03+4.090376195319349838e-03j)	 (2.814265467912270946e+00-3.740110118128328498e+00j)	 (3.993263708664283596e-01-3.004881337928492768e-01j)
 (1.680000000000000000e+02+0.000000000000000000e+00j)	 (-8.669080494539997517e+02-2.621906593977756827e+01j)	 (-2.502961747366053373e+02-4.781469319866594958e+00j)	 (-8.449652577736413761e+00-3.130456321155396626e+00j)	 (7.867446367236038185e+00-6.861741225130792987e-01j)	 (-2.083572666583767941e+00-6.379417845295555223e-01j)	 (7.108518262758040107e-01-4.232877094248655991e-01j)	 (-7.095945294565544348e-01+1.254313999503920529e+00j)	 (1.817993607310650767e-02+2.190883645022275242e-02j)	 (-7.185470050687507715e-02+1.911673597115912462e-02j)	 (-1.756052272281581964e-02+1.524543913296496668e-02j)	 (-1.152345389916942199e-03-1.586567800248916494e-03j)	 (4.093340548404764308e-03-9.324360492427389300e-04j)	 (-9.676159932942711081e-03+4.182133111837203765e-03j)	 (2.764132078117240265e+00-3.770866817619489719e+00j)	 (3.969153965881077606e-01-2.975924034620944791e-01j)
 (1.690000000000000000e+02+0.000000000000000000e+00j)	 (-8.523376375906533440e+02-2.558021827132956361e+01j)	 (-2.479780859254315146e+02-4.726939711730361537e+00j)	 (-8.016041064252750203e+00-3.175454964516982947e+00j)	 (7.942376843984087387e+00-6.876087016011356301e-01j)	 (-2.045546112272014661e+00-6.313332125245980642e-01j)	 (6.978133006233105950e-01-4.217127586160667185e-01j)	 (-7.000664257736064489e-01+1.317681521199310257e+00j)	 (1.818958068599011574e-02+2.195069179638488993e-02j)	 (-7.182623174702304492e-02+1.943884345415174131e-02j)	 (-1.746184712785094073e-02+1.536153020540606713e-02j)	 (-1.223234359560871221e-03-1.560203532857925559e-03j)	 (4.071109313155547339e-03-9.401760906279716312e-04j)	 (-9.690496803104907061e-03+4.227510877363126890e-03j)	 (2.738888048541918696e+00-3.786949149501992462e+00j)	 (3.958015447044079260e-01-2.962055381370238272e-01j)
 (1.710000000000000000e+02+0.000000000000000000e+00j)	 (-8.242517887773049097e+02-2.436893909815320214e+01j)	 (-2.434328093781103632e+02-4.621230326020970836e+00j)	 (-7.199032879901028359e+00-3.274722366617834890e+00j)	 (8.088895915136552262e+00-6.906306579283154612e-01j)	 (-1.972091270720832457e+00-6.180991375647499897e-01j)	 (6.727108794158335181e-01-4.184494860821154072e-01j)	 (-6.668765341260399770e-01+1.451262639803853061e+00j)	 (1.820488181764217880e-02+2.204266192797328661e-02j)	 (-7.178019661627711712e-02+2.007696189057304667e-02j)	 (-1.726446691615769399e-02+1.558809554427029002e-02j)	 (-1.364941582590906664e-03-1.500653860428929941e-03j)	 (4.029109643309000156e-03-9.544224054060205121e-04j)	 (-9.716890168952125456e-03+4.317825634625544785e-03j)	 (2.687678578156456499e+00-3.820544989345933118e+00j)	 (3.937375401309750056e-01-2.935862145013279911e-01j)
 (1.720000000000000000e+02+0.000000000000000000e+00j)	 (-8.107280264522562447e+02-2.378016956700507833e+01j)	 (-2.412068487666821284e+02-4.567497744666538573e+00j)	 (-6.816086876215147861e+00-3.327578484471621412e+00j)	 (8.160434632439290681e+00-6.919741378608769145e-01j)	 (-1.936544496797723669e+00-6.114498462942096202e-01j)	 (6.605759277219607206e-01-4.167999157225930618e-01j)	 (-6.422140503398027223e-01+1.520469568622711876e+00j)	 (1.821083585770215743e-02+2.209259423745845927e-02j)	 (-7.176134852711858747e-02+2.039486586822822703e-02j)	 (-1.716644431120746897e-02+1.569838274790066185e-02j)	 (-1.435494013671429923e-03-1.467328245412871613e-03j)	 (4.009065329404467269e-03-9.612247460541340502e-04j)	 (-9.729100699111958503e-03+4.362820756501972069e-03j)	 (2.661792105031026701e+00-3.838077270164483412e+00j)	 (3.928213646804427639e-01-2.923374852277704217e-01j)
 (1.730000000000000000e+02+0.000000000000000000e+00j)	 (-7.975247187991618603e+02-2.322630279400829778e+01j)	 (-2.390095557806600652e+02-4.517311623168732027e+00j)	 (-6.450033454401900457e+00-3.382178303352126214e+00j)	 (8.230895509034469981e+00-6.935561899487687754e-01j)	 (-1.901735654037259193e+00-6.048618879037114260e-01j)	 (6.487400282757258552e-01-4.151168958240373796e-01j)	 (-6.115892109043513658e-01+1.590397027512922890e+00j)	 (1.821600747122252562e-02+2.214494062784460454e-02j)	 (-7.174411736372775239e-02+2.071320429765693277e-02j)	 (-1.706799456239766963e-02+1.580694680834620822e-02j)	 (-1.505494338866272732e-03-1.431644180268302818e-03j)	 (3.989683169302015060e-03-9.679603152697122690e-04j)	 (-9.740409073502619142e-03+4.407479143849875325e-03j)	 (2.635542374088755135e+00-3.855964306585221379e+00j)	 (3.919497955042827164e-01-2.911218273269058354e-01j)
 (1.750000000000000000e+02+0.000000000000000000e+00j)	 (-7.720770650693787047e+02-2.215999904374519147e+01j)	 (-2.347051768176481801e+02-4.417253456990117400e+00j)	 (-5.768472850190242696e+00-3.491958778785720696e+00j)	 (8.368455007395450451e+00-6.965215141202683036e-01j)	 (-1.834129721553140246e+00-5.917828368374929981e-01j)	 (6.257904396598643615e-01-4.117292753811044315e-01j)	 (-5.318513535207249898e-01+1.729295943759266319e+00j)	 (1.822455256166788037e-02+2.225658065066307006e-02j)	 (-7.171229240615226153e-02+2.135196888096967463e-02j)	 (-1.687251597703379527e-02+1.601838926247941761e-02j)	 (-1.643209268041194134e-03-1.353120985414749556e-03j)	 (3.952158013887841284e-03-9.814053288887448784e-04j)	 (-9.761220613161904203e-03+4.496443849667227342e-03j)	 (2.582228599915639133e+00-3.892980970066157731e+00j)	 (3.904488478724455480e-01-2.887791761273633684e-01j)
 (1.760000000000000000e+02+0.000000000000000000e+00j)	 (-7.598035657401992466e+02-2.164879985738669177e+01j)	 (-2.325954821797000420e+02-4.367798600595967251e+00j)	 (-5.452000488277606749e+00-3.545468553450068505e+00j)	 (8.435716099636049847e+00-6.979682395159767516e-01j)	 (-1.801248217984597444e+00-5.853551543240040900e-01j)	 (6.146546429741617246e-01-4.099990937922077805e-01j)	 (-4.827649747184599716e-01+1.796675228792232293e+00j)	 (1.822845470360435344e-02+2.231555179154488811e-02j)	 (-7.169663021253887270e-02+2.167303566255451494e-02j)	 (-1.677549797555745459e-02+1.612196344737287096e-02j)	 (-1.710461501893885969e-03-1.310379939472355567e-03j)	 (3.933899996628998329e-03-9.880803826290563818e-04j)	 (-9.770551761755674747e-03+4.540990024271079027e-03j)	 (2.555028301347990194e+00-3.912079374420859512e+00j)	 (3.898157937347813129e-01-2.876680568890359613e-01j)
 (1.770000000000000000e+02+0.000000000000000000e+00j)	 (-7.478083957971505242e+02-2.115423723270747658e+01j)	 (-2.305118015882932525e+02-4.319244498741163341e+00j)	 (-5.150831490601180285e+00-3.597101359688692934e+00j)	 (8.502109990120299443e+00-6.994778401146310998e-01j)	 (-1.768954123414173685e+00-5.790716174122946258e-01j)	 (6.037129781475431001e-01-4.082595293759250787e-01j)	 (-4.277427848662349597e-01+1.861652690783724751e+00j)	 (1.823182300390423574e-02+2.237656029795857468e-02j)	 (-7.167980983367402970e-02+2.199547766147679634e-02j)	 (-1.667849693703820149e-02+1.622386864266380999e-02j)	 (-1.776540797375779617e-03-1.265499137788547506e-03j)	 (3.915888314137073306e-03-9.949003821735590263e-04j)	 (-9.779187746542565562e-03+4.585061738337239089e-03j)	 (2.527396005602477569e+00-3.931569750409059427e+00j)	 (3.892552628905395773e-01-2.865725586313801476e-01j)
 (1.790000000000000000e+02+0.000000000000000000e+00j)	 (-7.246667012229515876e+02-2.021279078867386048e+01j)	 (-2.264291519065083378e+02-4.224600378095002995e+00j)	 (-4.592369105170768684e+00-3.691791055788546938e+00j)	 (8.631751307323156652e+00-7.024507611406995977e-01j)	 (-1.706103644952675191e+00-5.668890232057363088e-01j)	 (5.824470874461818992e-01-4.047636006632960859e-01j)	 (-3.017578384741995690e-01+1.981794071411265623e+00j)	 (1.823836619100091538e-02+2.250368442796924287e-02j)	 (-7.164165398151305097e-02+2.264362417570666211e-02j)	 (-1.648523231411928858e-02+1.642355342775842983e-02j)	 (-1.904385871185292501e-03-1.169704446872697626e-03j)	 (3.880449540345527661e-03-1.008533841235058435e-03j)	 (-9.794018606650344363e-03+4.672866092048887955e-03j)	 (2.470955466377497967e+00-3.971439418775155161e+00j)	 (3.883673735600599586e-01-2.844625888330583052e-01j)
 (1.800000000000000000e+02+0.000000000000000000e+00j)	 (-7.134984659807586240e+02-1.976641579257367454e+01j)	 (-2.244284321123784878e+02-4.178818654053420012e+00j)	 (-4.333320825287745315e+00-3.733833111422702800e+00j)	 (8.695099035678591548e+00-7.039536756157303010e-01j)	 (-1.675537383228237420e+00-5.610344955476881390e-01j)	 (5.720820552601427744e-01-4.030228956720033340e-01j)	 (-2.317652014453833453e-01+2.035962111860765589e+00j)	 (1.824151035581153199e-02+2.256958351797124993e-02j)	 (-7.161925887419581804e-02+2.296917579087404820e-02j)	 (-1.638888635563801044e-02+1.652113409807071803e-02j)	 (-1.966005663489086858e-03-1.119059550954966701e-03j)	 (3.862882296037098255e-03-1.015427470985985842e-03j)	 (-9.800394233591903231e-03+4.716331439431386066e-03j)	 (2.442083747494327550e+00-3.991786379371034865e+00j)	 (3.880464903262140219e-01-2.834235617474317737e-01j)
 (1.810000000000000000e+02+0.000000000000000000e+00j)	 (-7.025751165730694083e+02-1.933814435194608450e+01j)	 (-2.224518516848833656e+02-4.134596954696126758e+00j)	 (-4.086414464184718653e+00-3.771899056069153211e+00j)	 (8.757634251980825013e+00-7.055688929236474394e-01j)	 (-1.645520077639395895e+00-5.553912737518065246e-01j)	 (5.619075800248801711e-01-4.012678465866861832e-01j)	 (-1.577962198455920284e-01+2.085730938399858569e+00j)	 (1.824460968079690687e-02+2.263694354603264583e-02j)	 (-7.159411370397120167e-02+2.329552154891729315e-02j)	 (-1.629208837849699040e-02+1.661780815911013606e-02j)	 (-2.025934963477448933e-03-1.066800176617393146e-03j)	 (3.845514748933013226e-03-1.022290632178454685e-03j)	 (-9.805577851707047987e-03+4.759313252537341991e-03j)	 (2.412642730774328559e+00-4.012387835836631389e+00j)	 (3.877760506215195413e-01-2.824122382574253409e-01j)
 (1.830000000000000000e+02+0.000000000000000000e+00j)	 (-6.814730429526109674e+02-1.850171045630840538e+01j)	 (-2.185765210256583373e+02-4.044675923896989822e+00j)	 (-3.626170830412177359e+00-3.834656225707474331e+00j)	 (8.880032209882443794e+00-7.085092493687223936e-01j)	 (-1.587110172863416047e+00-5.445701557298409101e-01j)	 (5.419236271316013598e-01-3.977802682401504475e-01j)	 (-2.794533350949087802e-04+2.171402438538291513e+00j)	 (1.825073830144482642e-02+2.277553765486871329e-02j)	 (-7.153508880749023802e-02+2.394932633649977244e-02j)	 (-1.610071375401452703e-02+1.680756162699657830e-02j)	 (-2.140534591757632405e-03-9.577233200476436116e-04j)	 (3.810535146161622613e-03-1.035813520057664045e-03j)	 (-9.814237395345705786e-03+4.845392091157893315e-03j)	 (2.352342503967899567e+00-4.054414222876248530e+00j)	 (3.875771930704008383e-01-2.804183605289550796e-01j)
 (1.840000000000000000e+02+0.000000000000000000e+00j)	 (-6.712693470822391646e+02-1.811105272280292411e+01j)	 (-2.166750478806035858e+02-4.002430252001904165e+00j)	 (-3.411138563920174338e+00-3.859473394765125409e+00j)	 (8.939970291630865873e+00-7.101322286866018629e-01j)	 (-1.558743566000644121e+00-5.394589646418289641e-01j)	 (5.321543426418408052e-01-3.960624048082742044e-01j)	 (8.230371309422337966e-02+2.207071027867258728e+00j)	 (1.825381481009650739e-02+2.284659121356006489e-02j)	 (-7.150046835199543038e-02+2.427638271138530396e-02j)	 (-1.600469144466449417e-02+1.690061398231136949e-02j)	 (-2.195185310020824655e-03-9.012759474559101612e-04j)	 (3.793110421835808183e-03-1.042531967759928371e-03j)	 (-9.817283159138524840e-03+4.887617382674781970e-03j)	 (2.321316919525199918e+00-4.075670554854116112e+00j)	 (3.875868854003969299e-01-2.794092901813789998e-01j)
 (1.860000000000000000e+02+0.000000000000000000e+00j)	 (-6.515457466540742644e+02-1.735510372232241139e+01j)	 (-2.129466792449519517e+02-3.918067262160743081e+00j)	 (-3.008075216394541229e+00-3.895554566866356705e+00j)	 (9.057246016969440205e+00-7.131943769736874827e-01j)	 (-1.503629396646705141e+00-5.296940930969424866e-01j)	 (5.129151480923749284e-01-3.927501475906462480e-01j)	 (2.527176564991083230e-01+2.264268588692975204e+00j)	 (1.825998368983244163e-02+2.299190648608236826e-02j)	 (-7.142097818436241030e-02+2.492898992864838251e-02j)	 (-1.581421613769584678e-02+1.708297830292352174e-02j)	 (-2.299007154478472162e-03-7.849774943924281087e-04j)	 (3.757956776898355340e-03-1.055635402591800472e-03j)	 (-9.821856108517245873e-03+4.971552022005026883e-03j)	 (2.257659685968557373e+00-4.118711165286835119e+00j)	 (3.879486321725042486e-01-2.773161257275065239e-01j)
